|6.6.6
water_3.tab                                                                                         
           1
T(K)    
   0.0000000000000000     
   0.0000000000000000     
          16
           3
T(K)           P(bar)         rho,kg/m3     
  923.150        18754.4        1120.92     
  923.150        18764.4        1121.06     
  923.150        18774.4        1121.20     
  923.150        18784.4        1121.34     
  923.150        18794.4        1121.48     
  923.150        18804.4        1121.62     
  923.150        18814.4        1121.76     
  923.150        18824.4        1121.89     
  923.150        18834.4        1122.03     
  923.150        18844.4        1122.17     
  923.150        18854.4        1122.31     
  923.150        18864.4        1122.45     
  923.150        18874.4        1122.59     
  923.150        18884.4        1122.73     
  923.150        18894.4        1122.86     
  923.150        18904.5        1123.00     
  923.150        18914.5        1123.14     
  923.150        18924.5        1123.28     
  923.150        18934.5        1123.42     
  923.150        18944.5        1123.55     
  923.150        18954.5        1123.69     
  923.150        18964.5        1123.83     
  923.150        18974.5        1123.97     
  923.150        18984.5        1124.11     
  923.150        18994.5        1124.24     
  923.150        19004.5        1124.38     
  923.150        19014.5        1124.52     
  923.150        19024.5        1124.66     
  923.150        19034.5        1124.79     
  923.150        19044.5        1124.93     
  923.150        19054.5        1125.07     
  923.150        19064.5        1125.21     
  923.150        19074.5        1125.34     
  923.150        19084.5        1125.48     
  923.150        19094.5        1125.62     
  923.150        19104.6        1125.75     
  923.150        19114.6        1125.89     
  923.150        19124.6        1126.03     
  923.150        19134.6        1126.16     
  923.150        19144.6        1126.30     
  923.150        19154.6        1126.44     
  923.150        19164.6        1126.57     
  923.150        19174.6        1126.71     
  923.150        19184.6        1126.85     
  923.150        19194.6        1126.98     
  923.150        19204.6        1127.12     
  923.150        19214.6        1127.26     
  923.150        19224.6        1127.39     
  923.150        19234.6        1127.53     
  923.150        19244.6        1127.66     
  923.150        19254.6        1127.80     
  923.150        19264.6        1127.94     
  923.150        19274.6        1128.07     
  923.150        19284.6        1128.21     
  923.150        19294.6        1128.34     
  923.150        19304.7        1128.48     
  923.150        19314.7        1128.62     
  923.150        19324.7        1128.75     
  923.150        19334.7        1128.89     
  923.150        19344.7        1129.02     
  923.150        19354.7        1129.16     
  923.150        19364.7        1129.29     
  923.150        19374.7        1129.43     
  923.150        19384.7        1129.56     
  923.150        19394.7        1129.70     
  923.150        19404.7        1129.83     
  923.150        19414.7        1129.97     
  923.150        19424.7        1130.10     
  923.150        19434.7        1130.24     
  923.150        19444.7        1130.37     
  923.150        19454.7        1130.51     
  923.150        19464.7        1130.64     
  923.150        19474.7        1130.78     
  923.150        19484.7        1130.91     
  923.150        19494.7        1131.05     
  923.150        19504.8        1131.18     
  923.150        19514.8        1131.31     
  923.150        19524.8        1131.45     
  923.150        19534.8        1131.58     
  923.150        19544.8        1131.72     
  923.150        19554.8        1131.85     
  923.150        19564.8        1131.99     
  923.150        19574.8        1132.12     
  923.150        19584.8        1132.25     
  923.150        19594.8        1132.39     
  923.150        19604.8        1132.52     
  923.150        19614.8        1132.65     
  923.150        19624.8        1132.79     
  923.150        19634.8        1132.92     
  923.150        19644.8        1133.06     
  923.150        19654.8        1133.19     
  923.150        19664.8        1133.32     
  923.150        19674.8        1133.46     
  923.150        19684.8        1133.59     
  923.150        19694.8        1133.72     
  923.150        19704.9        1133.86     
  923.150        19714.9        1133.99     
  923.150        19724.9        1134.12     
  923.150        19734.9        1134.26     
  923.150        19744.9        1134.39     
  923.150        19754.9        1134.52     
  923.150        19764.9        1134.65     
  923.150        19774.9        1134.79     
  923.150        19784.9        1134.92     
  923.150        19794.9        1135.05     
  923.150        19804.9        1135.19     
  923.150        19814.9        1135.32     
  923.150        19824.9        1135.45     
  923.150        19834.9        1135.58     
  923.150        19844.9        1135.72     
  923.150        19854.9        1135.85     
  923.150        19864.9        1135.98     
  923.150        19874.9        1136.11     
  923.150        19884.9        1136.24     
  923.150        19894.9        1136.38     
  923.150        19905.0        1136.51     
  923.150        19915.0        1136.64     
  923.150        19925.0        1136.77     
  923.150        19935.0        1136.90     
  923.150        19945.0        1137.04     
  923.150        19955.0        1137.17     
  923.150        19965.0        1137.30     
  923.150        19975.0        1137.43     
  923.150        19985.0        1137.56     
  923.150        19995.0        1137.69     
  923.150        20005.0        1137.83     
  923.150        20015.0        1137.96     
  923.150        20025.0        1138.09     
  923.150        20035.0        1138.22     
  923.150        20045.0        1138.35     
  923.150        20055.0        1138.48     
  923.150        20065.0        1138.61     
  923.150        20075.0        1138.74     
  923.150        20085.0        1138.87     
  923.150        20095.0        1139.01     
  923.150        20105.1        1139.14     
  923.150        20115.1        1139.27     
  923.150        20125.1        1139.40     
  923.150        20135.1        1139.53     
  923.150        20145.1        1139.66     
  923.150        20155.1        1139.79     
  923.150        20165.1        1139.92     
  923.150        20175.1        1140.05     
  923.150        20185.1        1140.18     
  923.150        20195.1        1140.31     
  923.150        20205.1        1140.44     
  923.150        20215.1        1140.57     
  923.150        20225.1        1140.70     
  923.150        20235.1        1140.83     
  923.150        20245.1        1140.96     
  923.150        20255.1        1141.09     
  923.150        20265.1        1141.22     
  923.150        20275.1        1141.35     
  923.150        20285.1        1141.48     
  923.150        20295.1        1141.61     
  923.150        20305.2        1141.74     
  923.150        20315.2        1141.87     
  923.150        20325.2        1142.00     
  923.150        20335.2        1142.13     
  923.150        20345.2        1142.26     
  923.150        20355.2        1142.39     
  923.150        20365.2        1142.52     
  923.150        20375.2        1142.65     
  923.150        20385.2        1142.78     
  923.150        20395.2        1142.91     
  923.150        20405.2        1143.04     
  923.150        20415.2        1143.17     
  923.150        20425.2        1143.29     
  923.150        20435.2        1143.42     
  923.150        20445.2        1143.55     
  923.150        20455.2        1143.68     
  923.150        20465.2        1143.81     
  923.150        20475.2        1143.94     
  923.150        20485.2        1144.07     
  923.150        20495.2        1144.20     
  923.150        20505.3        1144.32     
  923.150        20515.3        1144.45     
  923.150        20525.3        1144.58     
  923.150        20535.3        1144.71     
  923.150        20545.3        1144.84     
  923.150        20555.3        1144.97     
  923.150        20565.3        1145.09     
  923.150        20575.3        1145.22     
  923.150        20585.3        1145.35     
  923.150        20595.3        1145.48     
  923.150        20605.3        1145.61     
  923.150        20615.3        1145.74     
  923.150        20625.3        1145.86     
  923.150        20635.3        1145.99     
  923.150        20645.3        1146.12     
  923.150        20655.3        1146.25     
  923.150        20665.3        1146.37     
  923.150        20675.3        1146.50     
  923.150        20685.3        1146.63     
  923.150        20695.3        1146.76     
  923.150        20705.4        1146.89     
  923.150        20715.4        1147.01     
  923.150        20725.4        1147.14     
  923.150        20735.4        1147.27     
  923.150        20745.4        1147.39     
  923.150        20755.4        1147.52     
  923.150        20765.4        1147.65     
  923.150        20775.4        1147.78     
  923.150        20785.4        1147.90     
  923.150        20795.4        1148.03     
  923.150        20805.4        1148.16     
  923.150        20815.4        1148.28     
  923.150        20825.4        1148.41     
  923.150        20835.4        1148.54     
  923.150        20845.4        1148.66     
  923.150        20855.4        1148.79     
  923.150        20865.4        1148.92     
  923.150        20875.4        1149.04     
  923.150        20885.4        1149.17     
  923.150        20895.4        1149.30     
  923.150        20905.5        1149.42     
  923.150        20915.5        1149.55     
  923.150        20925.5        1149.68     
  923.150        20935.5        1149.80     
  923.150        20945.5        1149.93     
  923.150        20955.5        1150.06     
  923.150        20965.5        1150.18     
  923.150        20975.5        1150.31     
  923.150        20985.5        1150.43     
  923.150        20995.5        1150.56     
  923.150        21005.5        1150.69     
  923.150        21015.5        1150.81     
  923.150        21025.5        1150.94     
  923.150        21035.5        1151.06     
  923.150        21045.5        1151.19     
  923.150        21055.5        1151.31     
  923.150        21065.5        1151.44     
  923.150        21075.5        1151.56     
  923.150        21085.5        1151.69     
  923.150        21095.5        1151.82     
  923.150        21105.6        1151.94     
  923.150        21115.6        1152.07     
  923.150        21125.6        1152.19     
  923.150        21135.6        1152.32     
  923.150        21145.6        1152.44     
  923.150        21155.6        1152.57     
  923.150        21165.6        1152.69     
  923.150        21175.6        1152.82     
  923.150        21185.6        1152.94     
  923.150        21195.6        1153.07     
  923.150        21205.6        1153.19     
  923.150        21215.6        1153.32     
  923.150        21225.6        1153.44     
  923.150        21235.6        1153.57     
  923.150        21245.6        1153.69     
  923.150        21255.6        1153.82     
  923.150        21265.6        1153.94     
  923.150        21275.6        1154.06     
  923.150        21285.6        1154.19     
  923.150        21295.6        1154.31     
  923.150        21305.7        1154.44     
  923.150        21315.7        1154.56     
  923.150        21325.7        1154.69     
  923.150        21335.7        1154.81     
  923.150        21345.7        1154.93     
  923.150        21355.7        1155.06     
  923.150        21365.7        1155.18     
  923.150        21375.7        1155.31     
  923.150        21385.7        1155.43     
  923.150        21395.7        1155.55     
  923.150        21405.7        1155.68     
  923.150        21415.7        1155.80     
  923.150        21425.7        1155.93     
  923.150        21435.7        1156.05     
  923.150        21445.7        1156.17     
  923.150        21455.7        1156.30     
  923.150        21465.7        1156.42     
  923.150        21475.7        1156.54     
  923.150        21485.7        1156.67     
  923.150        21495.7        1156.79     
  923.150        21505.8        1156.91     
  923.150        21515.8        1157.04     
  923.150        21525.8        1157.16     
  923.150        21535.8        1157.28     
  923.150        21545.8        1157.41     
  923.150        21555.8        1157.53     
  923.150        21565.8        1157.65     
  923.150        21575.8        1157.78     
  923.150        21585.8        1157.90     
  923.150        21595.8        1158.02     
  923.150        21605.8        1158.14     
  923.150        21615.8        1158.27     
  923.150        21625.8        1158.39     
  923.150        21635.8        1158.51     
  923.150        21645.8        1158.64     
  923.150        21655.8        1158.76     
  923.150        21665.8        1158.88     
  923.150        21675.8        1159.00     
  923.150        21685.8        1159.13     
  923.150        21695.8        1159.25     
  923.150        21705.9        1159.37     
  923.150        21715.9        1159.49     
  923.150        21725.9        1159.61     
  923.150        21735.9        1159.74     
  923.150        21745.9        1159.86     
  923.150        21755.9        1159.98     
  923.150        21765.9        1160.10     
  923.150        21775.9        1160.22     
  923.150        21785.9        1160.35     
  923.150        21795.9        1160.47     
  923.150        21805.9        1160.59     
  923.150        21815.9        1160.71     
  923.150        21825.9        1160.83     
  923.150        21835.9        1160.96     
  923.150        21845.9        1161.08     
  923.150        21855.9        1161.20     
  923.150        21865.9        1161.32     
  923.150        21875.9        1161.44     
  923.150        21885.9        1161.56     
  923.150        21895.9        1161.68     
  923.150        21906.0        1161.81     
  923.150        21916.0        1161.93     
  923.150        21926.0        1162.05     
  923.150        21936.0        1162.17     
  923.150        21946.0        1162.29     
  923.150        21956.0        1162.41     
  923.150        21966.0        1162.53     
  923.150        21976.0        1162.65     
  923.150        21986.0        1162.78     
  923.150        21996.0        1162.90     
  923.150        22006.0        1163.02     
  923.150        22016.0        1163.14     
  923.150        22026.0        1163.26     
  923.150        22036.0        1163.38     
  923.150        22046.0        1163.50     
  923.150        22056.0        1163.62     
  923.150        22066.0        1163.74     
  923.150        22076.0        1163.86     
  923.150        22086.0        1163.98     
  923.150        22096.0        1164.10     
  923.150        22106.1        1164.22     
  923.150        22116.1        1164.34     
  923.150        22126.1        1164.46     
  923.150        22136.1        1164.58     
  923.150        22146.1        1164.70     
  923.150        22156.1        1164.82     
  923.150        22166.1        1164.94     
  923.150        22176.1        1165.06     
  923.150        22186.1        1165.18     
  923.150        22196.1        1165.30     
  923.150        22206.1        1165.42     
  923.150        22216.1        1165.54     
  923.150        22226.1        1165.66     
  923.150        22236.1        1165.78     
  923.150        22246.1        1165.90     
  923.150        22256.1        1166.02     
  923.150        22266.1        1166.14     
  923.150        22276.1        1166.26     
  923.150        22286.1        1166.38     
  923.150        22296.1        1166.50     
  923.150        22306.2        1166.62     
  923.150        22316.2        1166.74     
  923.150        22326.2        1166.86     
  923.150        22336.2        1166.98     
  923.150        22346.2        1167.10     
  923.150        22356.2        1167.22     
  923.150        22366.2        1167.34     
  923.150        22376.2        1167.46     
  923.150        22386.2        1167.57     
  923.150        22396.2        1167.69     
  923.150        22406.2        1167.81     
  923.150        22416.2        1167.93     
  923.150        22426.2        1168.05     
  923.150        22436.2        1168.17     
  923.150        22446.2        1168.29     
  923.150        22456.2        1168.41     
  923.150        22466.2        1168.53     
  923.150        22476.2        1168.64     
  923.150        22486.2        1168.76     
  923.150        22496.2        1168.88     
  923.150        22506.3        1169.00     
  923.150        22516.3        1169.12     
  923.150        22526.3        1169.24     
  923.150        22536.3        1169.36     
  923.150        22546.3        1169.47     
  923.150        22556.3        1169.59     
  923.150        22566.3        1169.71     
  923.150        22576.3        1169.83     
  923.150        22586.3        1169.95     
  923.150        22596.3        1170.06     
  923.150        22606.3        1170.18     
  923.150        22616.3        1170.30     
  923.150        22626.3        1170.42     
  923.150        22636.3        1170.54     
  923.150        22646.3        1170.65     
  923.150        22656.3        1170.77     
  923.150        22666.3        1170.89     
  923.150        22676.3        1171.01     
  923.150        22686.3        1171.13     
  923.150        22696.3        1171.24     
  923.150        22706.4        1171.36     
  923.150        22716.4        1171.48     
  923.150        22726.4        1171.60     
  923.150        22736.4        1171.71     
  923.150        22746.4        1171.83     
  923.150        22756.4        1171.95     
  923.150        22766.4        1172.07     
  923.150        22776.4        1172.18     
  923.150        22786.4        1172.30     
  923.150        22796.4        1172.42     
  923.150        22806.4        1172.53     
  923.150        22816.4        1172.65     
  923.150        22826.4        1172.77     
  923.150        22836.4        1172.89     
  923.150        22846.4        1173.00     
  923.150        22856.4        1173.12     
  923.150        22866.4        1173.24     
  923.150        22876.4        1173.35     
  923.150        22886.4        1173.47     
  923.150        22896.4        1173.59     
  923.150        22906.5        1173.70     
  923.150        22916.5        1173.82     
  923.150        22926.5        1173.94     
  923.150        22936.5        1174.05     
  923.150        22946.5        1174.17     
  923.150        22956.5        1174.29     
  923.150        22966.5        1174.40     
  923.150        22976.5        1174.52     
  923.150        22986.5        1174.64     
  923.150        22996.5        1174.75     
  923.150        23006.5        1174.87     
  923.150        23016.5        1174.98     
  923.150        23026.5        1175.10     
  923.150        23036.5        1175.22     
  923.150        23046.5        1175.33     
  923.150        23056.5        1175.45     
  923.150        23066.5        1175.57     
  923.150        23076.5        1175.68     
  923.150        23086.5        1175.80     
  923.150        23096.5        1175.91     
  923.150        23106.6        1176.03     
  923.150        23116.6        1176.14     
  923.150        23126.6        1176.26     
  923.150        23136.6        1176.38     
  923.150        23146.6        1176.49     
  923.150        23156.6        1176.61     
  923.150        23166.6        1176.72     
  923.150        23176.6        1176.84     
  923.150        23186.6        1176.95     
  923.150        23196.6        1177.07     
  923.150        23206.6        1177.19     
  923.150        23216.6        1177.30     
  923.150        23226.6        1177.42     
  923.150        23236.6        1177.53     
  923.150        23246.6        1177.65     
  923.150        23256.6        1177.76     
  923.150        23266.6        1177.88     
  923.150        23276.6        1177.99     
  923.150        23286.6        1178.11     
  923.150        23296.6        1178.22     
  923.150        23306.7        1178.34     
  923.150        23316.7        1178.45     
  923.150        23326.7        1178.57     
  923.150        23336.7        1178.68     
  923.150        23346.7        1178.80     
  923.150        23356.7        1178.91     
  923.150        23366.7        1179.03     
  923.150        23376.7        1179.14     
  923.150        23386.7        1179.26     
  923.150        23396.7        1179.37     
  923.150        23406.7        1179.48     
  923.150        23416.7        1179.60     
  923.150        23426.7        1179.71     
  923.150        23436.7        1179.83     
  923.150        23446.7        1179.94     
  923.150        23456.7        1180.06     
  923.150        23466.7        1180.17     
  923.150        23476.7        1180.29     
  923.150        23486.7        1180.40     
  923.150        23496.7        1180.51     
  923.150        23506.8        1180.63     
  923.150        23516.8        1180.74     
  923.150        23526.8        1180.86     
  923.150        23536.8        1180.97     
  923.150        23546.8        1181.08     
  923.150        23556.8        1181.20     
  923.150        23566.8        1181.31     
  923.150        23576.8        1181.43     
  923.150        23586.8        1181.54     
  923.150        23596.8        1181.65     
  923.150        23606.8        1181.77     
  923.150        23616.8        1181.88     
  923.150        23626.8        1181.99     
  923.150        23636.8        1182.11     
  923.150        23646.8        1182.22     
  923.150        23656.8        1182.33     
  923.150        23666.8        1182.45     
  923.150        23676.8        1182.56     
  923.150        23686.8        1182.68     
  923.150        23696.8        1182.79     
  923.150        23706.9        1182.90     
  923.150        23716.9        1183.02     
  923.150        23726.9        1183.13     
  923.150        23736.9        1183.24     
  923.150        23746.9        1183.35     
  923.150        23756.9        1183.47     
  923.150        23766.9        1183.58     
  923.150        23776.9        1183.69     
  923.150        23786.9        1183.81     
  923.150        23796.9        1183.92     
  923.150        23806.9        1184.03     
  923.150        23816.9        1184.15     
  923.150        23826.9        1184.26     
  923.150        23836.9        1184.37     
  923.150        23846.9        1184.48     
  923.150        23856.9        1184.60     
  923.150        23866.9        1184.71     
  923.150        23876.9        1184.82     
  923.150        23886.9        1184.93     
  923.150        23896.9        1185.05     
  923.150        23907.0        1185.16     
  923.150        23917.0        1185.27     
  923.150        23927.0        1185.38     
  923.150        23937.0        1185.50     
  923.150        23947.0        1185.61     
  923.150        23957.0        1185.72     
  923.150        23967.0        1185.83     
  923.150        23977.0        1185.95     
  923.150        23987.0        1186.06     
  923.150        23997.0        1186.17     
  923.150        24007.0        1186.28     
  923.150        24017.0        1186.39     
  923.150        24027.0        1186.51     
  923.150        24037.0        1186.62     
  923.150        24047.0        1186.73     
  923.150        24057.0        1186.84     
  923.150        24067.0        1186.95     
  923.150        24077.0        1187.07     
  923.150        24087.0        1187.18     
  923.150        24097.0        1187.29     
  923.150        24107.1        1187.40     
  923.150        24117.1        1187.51     
  923.150        24127.1        1187.62     
  923.150        24137.1        1187.74     
  923.150        24147.1        1187.85     
  923.150        24157.1        1187.96     
  923.150        24167.1        1188.07     
  923.150        24177.1        1188.18     
  923.150        24187.1        1188.29     
  923.150        24197.1        1188.40     
  923.150        24207.1        1188.52     
  923.150        24217.1        1188.63     
  923.150        24227.1        1188.74     
  923.150        24237.1        1188.85     
  923.150        24247.1        1188.96     
  923.150        24257.1        1189.07     
  923.150        24267.1        1189.18     
  923.150        24277.1        1189.29     
  923.150        24287.1        1189.40     
  923.150        24297.1        1189.52     
  923.150        24307.2        1189.63     
  923.150        24317.2        1189.74     
  923.150        24327.2        1189.85     
  923.150        24337.2        1189.96     
  923.150        24347.2        1190.07     
  923.150        24357.2        1190.18     
  923.150        24367.2        1190.29     
  923.150        24377.2        1190.40     
  923.150        24387.2        1190.51     
  923.150        24397.2        1190.62     
  923.150        24407.2        1190.73     
  923.150        24417.2        1190.84     
  923.150        24427.2        1190.95     
  923.150        24437.2        1191.06     
  923.150        24447.2        1191.17     
  923.150        24457.2        1191.29     
  923.150        24467.2        1191.40     
  923.150        24477.2        1191.51     
  923.150        24487.2        1191.62     
  923.150        24497.2        1191.73     
  923.150        24507.3        1191.84     
  923.150        24517.3        1191.95     
  923.150        24527.3        1192.06     
  923.150        24537.3        1192.17     
  923.150        24547.3        1192.28     
  923.150        24557.3        1192.39     
  923.150        24567.3        1192.50     
  923.150        24577.3        1192.61     
  923.150        24587.3        1192.72     
  923.150        24597.3        1192.83     
  923.150        24607.3        1192.94     
  923.150        24617.3        1193.04     
  923.150        24627.3        1193.15     
  923.150        24637.3        1193.26     
  923.150        24647.3        1193.37     
  923.150        24657.3        1193.48     
  923.150        24667.3        1193.59     
  923.150        24677.3        1193.70     
  923.150        24687.3        1193.81     
  923.150        24697.3        1193.92     
  923.150        24707.4        1194.03     
  923.150        24717.4        1194.14     
  923.150        24727.4        1194.25     
  923.150        24737.4        1194.36     
  923.150        24747.4        1194.47     
  923.150        24757.4        1194.58     
  923.150        24767.4        1194.69     
  923.150        24777.4        1194.79     
  923.150        24787.4        1194.90     
  923.150        24797.4        1195.01     
  923.150        24807.4        1195.12     
  923.150        24817.4        1195.23     
  923.150        24827.4        1195.34     
  923.150        24837.4        1195.45     
  923.150        24847.4        1195.56     
  923.150        24857.4        1195.67     
  923.150        24867.4        1195.78     
  923.150        24877.4        1195.88     
  923.150        24887.4        1195.99     
  923.150        24897.4        1196.10     
  923.150        24907.5        1196.21     
  923.150        24917.5        1196.32     
  923.150        24927.5        1196.43     
  923.150        24937.5        1196.54     
  923.150        24947.5        1196.64     
  923.150        24957.5        1196.75     
  923.150        24967.5        1196.86     
  923.150        24977.5        1196.97     
  923.150        24987.5        1197.08     
  923.150        24997.5        1197.19     
  923.150        25007.5        1197.29     
  923.150        25017.5        1197.40     
  923.150        25027.5        1197.51     
  923.150        25037.5        1197.62     
  923.150        25047.5        1197.73     
  923.150        25057.5        1197.83     
  923.150        25067.5        1197.94     
  923.150        25077.5        1198.05     
  923.150        25087.5        1198.16     
  923.150        25097.5        1198.27     
  923.150        25107.6        1198.37     
  923.150        25117.6        1198.48     
  923.150        25127.6        1198.59     
  923.150        25137.6        1198.70     
  923.150        25147.6        1198.81     
  923.150        25157.6        1198.91     
  923.150        25167.6        1199.02     
  923.150        25177.6        1199.13     
  923.150        25187.6        1199.24     
  923.150        25197.6        1199.34     
  923.150        25207.6        1199.45     
  923.150        25217.6        1199.56     
  923.150        25227.6        1199.67     
  923.150        25237.6        1199.77     
  923.150        25247.6        1199.88     
  923.150        25257.6        1199.99     
  923.150        25267.6        1200.10     
  923.150        25277.6        1200.20     
  923.150        25287.6        1200.31     
  923.150        25297.6        1200.42     
  923.150        25307.7        1200.52     
  923.150        25317.7        1200.63     
  923.150        25327.7        1200.74     
  923.150        25337.7        1200.85     
  923.150        25347.7        1200.95     
  923.150        25357.7        1201.06     
  923.150        25367.7        1201.17     
  923.150        25377.7        1201.27     
  923.150        25387.7        1201.38     
  923.150        25397.7        1201.49     
  923.150        25407.7        1201.59     
  923.150        25417.7        1201.70     
  923.150        25427.7        1201.81     
  923.150        25437.7        1201.91     
  923.150        25447.7        1202.02     
  923.150        25457.7        1202.13     
  923.150        25467.7        1202.23     
  923.150        25477.7        1202.34     
  923.150        25487.7        1202.45     
  923.150        25497.7        1202.55     
  923.150        25507.8        1202.66     
  923.150        25517.8        1202.77     
  923.150        25527.8        1202.87     
  923.150        25537.8        1202.98     
  923.150        25547.8        1203.08     
  923.150        25557.8        1203.19     
  923.150        25567.8        1203.30     
  923.150        25577.8        1203.40     
  923.150        25587.8        1203.51     
  923.150        25597.8        1203.62     
  923.150        25607.8        1203.72     
  923.150        25617.8        1203.83     
  923.150        25627.8        1203.93     
  923.150        25637.8        1204.04     
  923.150        25647.8        1204.15     
  923.150        25657.8        1204.25     
  923.150        25667.8        1204.36     
  923.150        25677.8        1204.46     
  923.150        25687.8        1204.57     
  923.150        25697.8        1204.67     
  923.150        25707.9        1204.78     
  923.150        25717.9        1204.89     
  923.150        25727.9        1204.99     
  923.150        25737.9        1205.10     
  923.150        25747.9        1205.20     
  923.150        25757.9        1205.31     
  923.150        25767.9        1205.41     
  923.150        25777.9        1205.52     
  923.150        25787.9        1205.62     
  923.150        25797.9        1205.73     
  923.150        25807.9        1205.84     
  923.150        25817.9        1205.94     
  923.150        25827.9        1206.05     
  923.150        25837.9        1206.15     
  923.150        25847.9        1206.26     
  923.150        25857.9        1206.36     
  923.150        25867.9        1206.47     
  923.150        25877.9        1206.57     
  923.150        25887.9        1206.68     
  923.150        25897.9        1206.78     
  923.150        25908.0        1206.89     
  923.150        25918.0        1206.99     
  923.150        25928.0        1207.10     
  923.150        25938.0        1207.20     
  923.150        25948.0        1207.31     
  923.150        25958.0        1207.41     
  923.150        25968.0        1207.52     
  923.150        25978.0        1207.62     
  923.150        25988.0        1207.73     
  923.150        25998.0        1207.83     
  923.150        26008.0        1207.94     
  923.150        26018.0        1208.04     
  923.150        26028.0        1208.15     
  923.150        26038.0        1208.25     
  923.150        26048.0        1208.35     
  923.150        26058.0        1208.46     
  923.150        26068.0        1208.56     
  923.150        26078.0        1208.67     
  923.150        26088.0        1208.77     
  923.150        26098.0        1208.88     
  923.150        26108.1        1208.98     
  923.150        26118.1        1209.09     
  923.150        26128.1        1209.19     
  923.150        26138.1        1209.29     
  923.150        26148.1        1209.40     
  923.150        26158.1        1209.50     
  923.150        26168.1        1209.61     
  923.150        26178.1        1209.71     
  923.150        26188.1        1209.81     
  923.150        26198.1        1209.92     
  923.150        26208.1        1210.02     
  923.150        26218.1        1210.13     
  923.150        26228.1        1210.23     
  923.150        26238.1        1210.33     
  923.150        26248.1        1210.44     
  923.150        26258.1        1210.54     
  923.150        26268.1        1210.65     
  923.150        26278.1        1210.75     
  923.150        26288.1        1210.85     
  923.150        26298.1        1210.96     
  923.150        26308.2        1211.06     
  923.150        26318.2        1211.16     
  923.150        26328.2        1211.27     
  923.150        26338.2        1211.37     
  923.150        26348.2        1211.48     
  923.150        26358.2        1211.58     
  923.150        26368.2        1211.68     
  923.150        26378.2        1211.79     
  923.150        26388.2        1211.89     
  923.150        26398.2        1211.99     
  923.150        26408.2        1212.10     
  923.150        26418.2        1212.20     
  923.150        26428.2        1212.30     
  923.150        26438.2        1212.41     
  923.150        26448.2        1212.51     
  923.150        26458.2        1212.61     
  923.150        26468.2        1212.71     
  923.150        26478.2        1212.82     
  923.150        26488.2        1212.92     
  923.150        26498.2        1213.02     
  923.150        26508.3        1213.13     
  923.150        26518.3        1213.23     
  923.150        26528.3        1213.33     
  923.150        26538.3        1213.44     
  923.150        26548.3        1213.54     
  923.150        26558.3        1213.64     
  923.150        26568.3        1213.74     
  923.150        26578.3        1213.85     
  923.150        26588.3        1213.95     
  923.150        26598.3        1214.05     
  923.150        26608.3        1214.16     
  923.150        26618.3        1214.26     
  923.150        26628.3        1214.36     
  923.150        26638.3        1214.46     
  923.150        26648.3        1214.57     
  923.150        26658.3        1214.67     
  923.150        26668.3        1214.77     
  923.150        26678.3        1214.87     
  923.150        26688.3        1214.98     
  923.150        26698.3        1215.08     
  923.150        26708.4        1215.18     
  923.150        26718.4        1215.28     
  923.150        26728.4        1215.39     
  923.150        26738.4        1215.49     
  923.150        26748.4        1215.59     
  923.150        26758.4        1215.69     
  923.150        26768.4        1215.79     
  923.150        26778.4        1215.90     
  923.150        26788.4        1216.00     
  923.150        26798.4        1216.10     
  923.150        26808.4        1216.20     
  923.150        26818.4        1216.30     
  923.150        26828.4        1216.41     
  923.150        26838.4        1216.51     
  923.150        26848.4        1216.61     
  923.150        26858.4        1216.71     
  923.150        26868.4        1216.81     
  923.150        26878.4        1216.92     
  923.150        26888.4        1217.02     
  923.150        26898.4        1217.12     
  923.150        26908.5        1217.22     
  923.150        26918.5        1217.32     
  923.150        26928.5        1217.42     
  923.150        26938.5        1217.53     
  923.150        26948.5        1217.63     
  923.150        26958.5        1217.73     
  923.150        26968.5        1217.83     
  923.150        26978.5        1217.93     
  923.150        26988.5        1218.03     
  923.150        26998.5        1218.14     
  923.150        27008.5        1218.24     
  923.150        27018.5        1218.34     
  923.150        27028.5        1218.44     
  923.150        27038.5        1218.54     
  923.150        27048.5        1218.64     
  923.150        27058.5        1218.74     
  923.150        27068.5        1218.84     
  923.150        27078.5        1218.95     
  923.150        27088.5        1219.05     
  923.150        27098.5        1219.15     
  923.150        27108.6        1219.25     
  923.150        27118.6        1219.35     
  923.150        27128.6        1219.45     
  923.150        27138.6        1219.55     
  923.150        27148.6        1219.65     
  923.150        27158.6        1219.75     
  923.150        27168.6        1219.85     
  923.150        27178.6        1219.96     
  923.150        27188.6        1220.06     
  923.150        27198.6        1220.16     
  923.150        27208.6        1220.26     
  923.150        27218.6        1220.36     
  923.150        27228.6        1220.46     
  923.150        27238.6        1220.56     
  923.150        27248.6        1220.66     
  923.150        27258.6        1220.76     
  923.150        27268.6        1220.86     
  923.150        27278.6        1220.96     
  923.150        27288.6        1221.06     
  923.150        27298.6        1221.16     
  923.150        27308.7        1221.26     
  923.150        27318.7        1221.36     
  923.150        27328.7        1221.47     
  923.150        27338.7        1221.57     
  923.150        27348.7        1221.67     
  923.150        27358.7        1221.77     
  923.150        27368.7        1221.87     
  923.150        27378.7        1221.97     
  923.150        27388.7        1222.07     
  923.150        27398.7        1222.17     
  923.150        27408.7        1222.27     
  923.150        27418.7        1222.37     
  923.150        27428.7        1222.47     
  923.150        27438.7        1222.57     
  923.150        27448.7        1222.67     
